PC1.SP,PC1.PV,PC1.OP,FC3.SP,FC3.PV,FC3.OP,TI1.PV,TI2.PV,LC1.SP,LC1.PV,LC1.OP,FI1.PV,FC1.SP,FC1.PV,FC1.OP,FC2.SP,FC2.PV,FC2.OP,PI1.PV,FC4.SP,FC4.PV,FC4.OP,TI5.PV,TI4.PV,TC1.SP,TC1.PV,TC1.OP,FC6.SP,FC6.PV,FC6.OP,TI6.PV,PC2.SP,PC2.PV,PC2.OP,LC3.SP,LC3.PV,LC3.OP,FI2.PV,FC5.SP,FC5.PV,FC5.OP,FI5.PV,TI3.PV,LC2.SP,LC2.PV,LC2.OP,FC8.SP,FC8.PV,FC8.OP,FI4.PV,TC2.SP,TC2.PV,TC2.OP,TI8.PV,TI7.PV,PI2.PV,FI3.PV,FC7.SP,FC7.PV,FC7.OP,Sample Time (seconds)
3.7501,3.7057,58.889,6164.5,6141.5,25.281,83.6,62.83,54,53.757,51.319,29.756,8.2309,8.1304,21.271,2.2233,2.1911,19.625,32.418,13.3997,13.451,13.26,89.538,95.496,105.711,105.496,24.799,1923.1,1938.7,40.184,117.13,7.6,7.496,45.167,42,41.837,63.125,14.829,4.6823,4.5888,48.111,10.6133,26.221,42.998,42.901,6.4167,0.81544,0.81219,5.9236,2.5671,63.294,63.247,11.969,88.829,91.31,1.53832,1.8822,672,670.39,59.667,20
3.7501,3.6945,59,6174.1,6141.5,25.333,83.6,62.83,54,53.799,51.153,28.787,8.2139,8.175,21.625,2.2402,2.1911,19.972,32.446,13.3997,13.3943,13.313,89.538,95.413,105.711,105.454,24.886,1948.6,1926.8,41,117.083,7.6,7.4794,44.611,42,42.156,63.819,14.871,4.6906,4.6117,48.167,10.6042,26.19,42.998,42.95,6.5278,0.82682,0.81006,6.3229,2.5616,63.294,63.059,12.603,88.787,91.31,1.57273,1.6712,672,672,59.653,20
3.7501,3.7223,58.75,6152.6,6153.5,25.233,83.6,62.83,54,53.973,50.653,28.333,8.163,8.2606,21.205,2.2991,2.1997,20.847,32.418,13.3997,13.446,13.25,89.497,95.371,105.711,105.371,25.056,1910.3,1927,40.26,117.13,7.6,7.5238,45.389,42,41.736,62.778,14.776,4.708,4.6291,48.389,10.2059,26.158,42.998,42.894,6.4167,0.83282,0.81006,6.7813,2.5577,63.294,62.965,12.93,88.829,91.31,1.55396,1.8749,672,674.82,59.601,20
3.7501,3.7168,58.806,6157.4,6155.3,25.24,83.6,62.788,54,53.479,52.153,30.122,8.3159,8.2663,21.378,2.3007,2.2169,21.458,32.418,13.3997,13.2964,13.396,89.455,95.371,105.711,105.371,25.061,1943.5,1939.2,40.729,117.177,7.6,7.5266,45.333,42,42.08,63.681,15.239,4.708,4.6687,47.889,9.7839,26.127,42.998,42.901,6.4167,0.83307,0.82257,6.8507,2.5568,63.294,62.965,12.949,88.829,91.31,1.55708,1.8759,672,667.5,59.764,20
3.7501,3.7168,58.833,6159.7,6145.4,25.299,83.65,62.788,54,53.74,51.319,28.378,8.2309,8.2826,20.656,2.3071,2.2452,21.875,32.474,13.3997,13.43,13.271,89.497,95.371,105.711,105.413,24.979,1941,1942.7,40.67,117.224,7.6,7.56,45.944,42,42.07,63.611,14.706,4.7003,4.6406,48.444,10.0955,26.096,42.998,42.849,6.3056,0.83057,0.82657,6.8646,2.5514,63.294,63.012,12.81,88.829,91.31,1.55708,1.9079,672,664.92,59.833,20
3.7501,3.7029,59,6174.1,6147.2,25.34,83.7,62.83,54,53.861,50.986,29.117,8.2139,8.2854,20.021,2.3107,2.2505,22.278,32.474,13.3997,13.456,13.219,89.538,95.413,105.711,105.455,24.9,1907.7,1899.8,40.729,117.271,7.6,7.6073,46.889,42,41.722,62.778,15.127,4.692,4.6635,48.056,9.9234,26.096,42.998,43.12,6.8611,0.83082,0.82657,6.941,2.5503,63.294,63.012,12.824,88.829,91.31,1.57273,1.8603,672,670.39,59.719,20
3.7501,3.7223,58.806,6157.4,6135.3,25.299,83.7,62.83,54,53.83,51.069,31.127,8.2054,8.2773,19.622,2.3041,2.2674,22.472,32.446,13.3997,13.3897,13.295,89.538,95.455,105.711,105.496,24.822,1907.7,1929.6,40.069,117.318,7.6,7.6712,48.222,42,41.698,62.708,14.129,4.6844,4.652,48.222,9.7901,26.065,42.998,42.884,6.3056,0.82832,0.82851,6.8993,2.5522,63.294,63.059,12.682,88.829,91.31,1.5696,1.8411,672,669.45,59.743,20
3.7501,3.7029,59.028,6152.6,6141.5,25.264,83.7,62.788,54,53.594,51.903,28.838,8.3159,8.2907,19.826,2.3138,2.2816,22.694,32.446,13.3997,13.3943,13.326,89.58,95.496,105.711,105.537,24.741,1905.2,1916.3,40.302,117.365,7.6,7.7407,49.778,42,41.615,62.5,15.727,4.676,4.708,46.944,10.4856,26.033,42.998,42.915,6.4167,0.82857,0.82851,6.9236,2.5487,63.294,63.059,12.696,88.829,91.31,1.56021,1.9027,672,672.34,59.684,20
3.7501,3.7418,58.639,6143,6161.5,25.174,83.75,62.788,54,53.691,51.569,29.761,8.2649,8.2744,19.611,2.3041,2.2871,22.764,32.529,13.3997,13.3277,13.413,89.622,95.58,105.711,105.579,24.66,1861.7,1869.7,39.99,117.458,7.6,7.6935,49.056,42,41.229,61.458,14.981,4.6684,4.6798,47.222,9.7117,26.002,42.998,42.867,6.3056,0.82882,0.82851,6.934,2.546,63.294,63.059,12.708,88.829,91.31,1.56647,1.8971,672,674.82,59.608,20
3.7501,3.7223,58.861,6162.1,6155.3,25.264,83.75,62.83,54,53.938,50.819,28.732,8.1799,8.2826,18.91,2.3057,2.2899,22.889,32.474,13.3997,13.369,13.413,89.622,95.621,105.711,105.621,24.578,1884.7,1885.1,39.99,117.458,7.6,7.6017,47.278,42,41.517,62.083,15.225,4.66,4.6798,47.056,10.2315,26.002,42.998,42.978,6.5278,0.82619,0.82657,6.9167,2.543,63.294,63.106,12.564,88.829,91.36,1.57898,1.878,672,670.68,59.698,20
3.7501,3.7613,58.472,6135.9,6161.5,25.139,83.75,62.83,54,53.75,51.403,29.362,8.2394,8.2826,18.868,2.3071,2.3038,22.889,32.557,13.3997,13.42,13.365,89.622,95.663,105.711,105.622,24.577,1935.8,1925.9,40.417,117.411,7.6,7.5739,46.722,42,42.056,63.472,15.319,4.66,4.6743,47.056,9.6964,25.971,42.998,42.908,6.3611,0.82632,0.82851,6.8507,2.5344,63.294,63.106,12.576,88.787,91.36,1.58837,1.8884,672,672.79,59.663,20
3.7501,3.7529,58.556,6133.5,6151.4,25.097,83.75,62.83,54,53.65,51.653,29.237,8.2394,8.272,18.813,2.3071,2.301,22.972,32.529,13.3997,13.353,13.451,89.622,95.621,105.711,105.622,24.578,1938.4,1928.7,40.594,117.318,7.6,7.5767,46.722,42,42.108,63.611,15.191,4.66,4.6798,46.833,10.5619,25.939,42.998,42.891,6.3611,0.82369,0.82851,6.7396,2.5335,63.294,63.153,12.427,88.787,91.36,1.57898,1.9145,672,669.61,59.76,20
3.7501,3.7279,58.806,6143,6139.1,25.149,83.75,62.83,54,53.841,51.153,29.101,8.2224,8.2773,18.448,2.3057,2.3038,22.986,32.474,13.3997,13.42,13.406,89.622,95.58,105.711,105.58,24.663,1897.5,1914.6,40.01,117.318,7.6,7.5489,46.167,42,41.67,62.431,14.947,4.6684,4.6687,47.222,9.7693,25.939,42.998,42.884,6.3056,0.81819,0.82657,6.5556,2.5266,63.294,63.247,12.119,88.912,91.36,1.57273,1.9075,672,666.59,59.813,20
3.7501,3.7696,58.389,6121.5,6143.3,25.056,83.75,62.83,54,53.729,51.403,29.079,8.2394,8.272,18.01,2.3041,2.3038,22.986,32.529,13.3997,13.506,13.299,89.622,95.538,105.711,105.54,24.746,1889.8,1894.7,40.049,117.271,7.6,7.4988,45.056,42,41.587,62.222,14.916,4.6767,4.6576,47.556,10.0955,25.908,42.998,43.026,6.6389,0.80969,0.82657,6.1806,2.5239,63.294,63.387,11.649,88.954,91.36,1.58211,1.9061,672,674.24,59.649,20
3.7501,3.7418,58.667,6145.4,6143.3,25.156,83.75,62.871,54,54.011,50.736,29.733,8.1715,8.2798,17.649,2.3071,2.2955,23.069,32.502,13.3997,13.379,13.41,89.58,95.496,105.711,105.497,24.834,1892.4,1881.9,40.378,117.224,7.6,7.4877,44.722,42,41.611,62.222,14.958,4.6858,4.6687,47.611,10.6605,25.877,42.998,43.044,6.6389,0.80394,0.82657,5.7049,2.5282,63.294,63.481,11.328,88.996,91.36,1.5696,1.8905,672,668.88,59.75,20
3.7501,3.7724,58.361,6119.1,6131.1,25.083,83.75,62.83,54,53.559,52.069,28.655,8.3074,8.2744,17.903,2.3057,2.3093,23.014,32.502,13.3997,13.43,13.372,89.538,95.413,105.711,105.372,25.088,1907.7,1912.8,40.108,117.177,7.6,7.4821,44.389,42,41.816,62.708,14.702,4.7108,4.6406,48.722,10.1365,25.877,42.998,43.016,6.5833,0.80369,0.82657,5.2604,2.5281,63.294,63.481,11.318,88.954,91.36,1.56021,1.9013,672,672.47,59.677,20
3.7501,3.7418,58.667,6145.4,6143.3,25.149,83.75,62.788,54,53.559,52.069,28.352,8.3074,8.272,17.774,2.3041,2.3038,23.056,32.474,13.3997,13.3943,13.41,89.497,95.246,105.711,105.29,25.258,1918,1907.3,40.514,117.083,7.6,7.3987,42.389,42,41.927,62.986,15.016,4.7282,4.708,47.889,9.9435,25.846,42.998,42.985,6.5278,0.80644,0.8205,5.0347,2.5324,63.294,63.434,11.463,88.912,91.31,1.54144,1.871,672,671.56,59.681,20
3.7501,3.7501,58.583,6138.2,6141.5,25.125,83.75,62.83,54,53.764,51.403,28.73,8.2394,8.2826,17.229,2.3088,2.2982,23.153,32.446,13.3997,13.435,13.354,89.455,95.121,105.711,105.163,25.516,1946.1,1939.2,40.649,116.99,7.6,7.3515,41.056,42,42.257,63.819,14.571,4.7539,4.7191,48.444,10.3023,25.814,42.998,43.085,6.75,0.80906,0.8205,4.8611,2.5299,63.294,63.387,11.614,88.912,91.31,1.5477,1.8616,672,674.09,59.618,20
3.7501,3.7223,58.889,6155,6155.3,25.167,83.75,62.83,54,53.771,51.403,30.105,8.2394,8.2691,16.955,2.2991,2.3038,23.069,32.502,13.3997,13.307,13.472,89.413,94.996,105.711,105.038,25.775,1989.5,1962,41.368,116.896,7.6,7.3737,41.056,42,42.681,64.931,14.788,4.7796,4.7302,48.889,9.838,25.814,42.998,42.978,6.5278,0.80894,0.81638,4.7535,2.5357,63.294,63.387,11.609,88.912,91.31,1.53832,1.8502,672,672.47,59.66,20
3.7501,3.7557,58.556,6121.5,6145.4,25.09,83.75,62.83,54,53.82,51.236,29.957,8.2564,8.2744,16.837,2.3585,2.3204,23.556,32.474,13.3997,13.42,13.378,89.413,94.996,105.711,104.997,25.867,1974.2,1987.3,40.826,116.896,7.6,7.4126,41.444,42,42.49,64.514,14.349,4.7893,4.7521,48.833,10.1344,25.783,42.998,43.047,6.6389,0.81169,0.81431,4.684,2.5339,63.294,63.34,11.76,88.871,91.31,1.55083,1.8585,672,670.83,59.705,20
3.7501,3.7362,58.75,6152.6,6135.3,25.222,83.75,62.83,54,53.757,51.486,28.562,8.2479,8.2798,16.253,2.3635,2.3288,23.764,32.474,13.3997,13.425,13.365,89.413,94.955,105.711,104.955,25.96,1994.6,1997.2,41.097,116.943,7.6,7.4377,41.667,42,42.705,65.069,14.773,4.79,4.7789,48.444,9.2335,25.752,42.998,43.012,6.5833,0.81456,0.81638,4.6528,2.537,63.294,63.294,11.916,88.912,91.31,1.55396,1.8815,672,670.52,59.76,20
3.7501,3.7335,58.778,6155,6145.4,25.208,83.79,62.788,54,53.49,52.319,29.402,8.3328,8.2691,16.378,2.3571,2.334,23.861,32.474,13.3997,13.3837,13.385,89.413,94.955,105.711,104.997,25.887,1989.5,1971.5,41.66,116.99,7.6,7.5211,43.167,42,42.594,64.931,14.139,4.7907,4.7845,48.444,10.0518,25.752,42.998,42.995,6.5278,0.81456,0.81638,4.6181,2.5399,63.294,63.294,11.916,88.912,91.26,1.54457,1.8801,672,667.79,59.889,20
3.7501,3.7307,58.833,6159.7,6145.4,25.215,83.79,62.788,54,53.514,52.236,29.91,8.3243,8.2798,16.458,2.3551,2.3479,23.903,32.474,13.3997,13.404,13.378,89.455,94.955,105.711,105.038,25.813,1979.3,1967.9,41.427,117.13,7.6,7.5795,44.222,42,42.465,64.653,14.839,4.7838,4.7789,48.389,9.3376,25.721,42.998,42.995,6.5278,0.82019,0.81638,4.7431,2.532,63.294,63.2,12.232,88.912,91.26,1.5477,1.8808,672,667.37,59.965,20
3.7501,3.7335,58.806,6157.4,6135.3,25.233,83.75,62.788,54,53.462,52.403,28.681,8.3413,8.2798,16.653,2.3601,2.3452,24.014,32.474,13.3997,13.415,13.385,89.455,95.038,105.711,105.08,25.738,1956.3,1979,40.691,117.177,7.6,7.6184,45,42,42.226,64.028,14.643,4.7678,4.8004,47.556,9.8262,25.689,42.998,43.172,6.9167,0.82319,0.81638,4.9097,2.531,63.294,63.153,12.394,88.912,91.26,1.55396,1.8818,672,667.66,60.038,20
3.7501,3.7362,58.778,6155,6163.6,25.132,83.75,62.83,54,53.938,50.986,28.175,8.1969,8.2691,16.049,2.3571,2.3421,24.097,32.502,13.3997,13.3943,13.396,89.497,95.163,105.711,105.165,25.577,1953.7,1965.7,40.747,117.271,7.6,7.6184,45,42,42.181,63.958,14.839,4.7601,4.806,47.167,9.6888,25.689,42.998,43.085,6.75,0.82607,0.81431,5.1944,2.5213,63.294,63.106,12.56,88.912,91.31,1.56647,1.8627,672,665.55,60.174,20
3.7501,3.7585,58.556,6135.9,6143.3,25.132,83.75,62.83,54,53.646,51.903,29.853,8.2904,8.272,16.378,2.3618,2.356,24.083,32.474,13.3997,13.415,13.365,89.538,95.205,105.711,105.248,25.417,1969.1,1979.7,40.785,117.318,7.6,7.6239,45.111,42,42.347,64.375,14.472,4.7441,4.7897,46.889,9.5062,25.658,42.998,43.12,6.8056,0.82632,0.81431,5.4201,2.517,63.294,63.106,12.571,88.954,91.31,1.56647,1.8818,672,664.19,60.299,20
3.7501,3.7418,58.722,6150.2,6151.4,25.132,83.75,62.83,54,54.052,50.736,27.605,8.1715,8.2744,15.802,2.3585,2.356,24.111,32.502,13.3997,13.3897,13.392,89.538,95.288,105.711,105.288,25.342,1981.8,1982.1,41.038,117.318,7.6,7.6212,45.111,42,42.472,64.722,15.555,4.7365,4.8272,45.722,9.3272,25.627,42.998,43.054,6.6944,0.82369,0.81431,5.5694,2.5126,63.294,63.153,12.424,88.954,91.31,1.56647,1.8891,672,666.77,60.33,20
3.7501,3.7557,58.583,6138.2,6129,25.139,83.75,62.788,54,53.74,51.653,30.231,8.2649,8.2773,15.715,2.3551,2.356,24.097,32.474,13.3997,13.3837,13.382,89.58,95.33,105.711,105.33,25.264,1935.8,1959.4,40.514,117.318,7.6,7.6295,45.278,42,41.906,63.472,14.782,4.7289,4.7897,46.056,9.6478,25.627,42.998,43.162,6.8611,0.82094,0.81431,5.6806,2.5096,63.294,63.2,12.273,88.996,91.31,1.58837,1.8776,672,668.23,60.375,20
3.7501,3.7668,58.444,6126.3,6143.3,25.014,83.75,62.83,54,53.938,51.069,28.518,8.2054,8.2691,15.177,2.3618,2.3615,24.083,32.446,13.3997,13.43,13.372,89.58,95.33,105.711,105.33,25.269,1930.7,1954.8,40.281,117.318,7.6,7.6406,45.556,42,41.924,63.333,15.277,4.7289,4.7789,46,9.3987,25.596,42.998,43.019,6.5833,0.82107,0.81219,5.8819,2.5025,63.294,63.2,12.279,88.996,91.36,1.59462,1.9148,672,670.23,60.392,20
3.7501,3.764,58.472,6128.7,6127.2,25.056,83.75,62.871,54,53.955,51.069,29.025,8.2054,8.2638,14.934,2.3535,2.3615,23.986,32.446,13.3997,13.404,13.358,89.622,95.33,105.711,105.372,25.19,1930.7,1953.4,40.028,117.318,7.6,7.6462,45.667,42,41.931,63.333,15.005,4.7212,4.7952,45.389,9.1148,25.596,42.998,43.057,6.75,0.81544,0.81219,5.8889,2.4939,63.294,63.294,11.968,88.996,91.36,1.58524,1.8891,672,669.45,60.469,20
3.7501,3.7696,58.417,6116.7,6124.8,24.983,83.7,62.83,54,53.927,51.153,29.456,8.2054,8.2744,14.476,2.3518,2.364,23.889,32.474,13.3997,13.3177,13.451,89.622,95.33,105.711,105.33,25.278,1930.7,1935.6,40.417,117.318,7.6,7.6295,45.389,42,41.92,63.333,14.477,4.7302,4.7574,46.111,8.8871,25.564,42.998,43.13,6.8611,0.81269,0.81006,5.9236,2.4898,63.294,63.34,11.811,88.996,91.36,1.58524,1.8797,672,665.42,60.615,20
3.7501,3.7724,58.361,6119.1,6118.8,25.031,83.65,62.871,54,54.105,50.569,27.314,8.1545,8.2497,13.868,2.3468,2.3615,23.792,32.418,13.3997,13.415,13.372,89.622,95.33,105.711,105.33,25.284,1948.6,1952.3,40.535,117.318,7.6,7.6351,45.5,42,42.104,63.819,15.518,4.7309,4.7952,45.278,9.4021,25.533,42.998,43.096,6.8056,0.80969,0.81219,5.8229,2.4922,63.294,63.387,11.65,88.996,91.36,1.49452,1.9273,672,667.37,60.858,20
3.7501,3.7835,58.25,6109.6,6127.2,24.931,83.65,62.871,54,54.184,50.236,33.026,8.1375,8.2253,13.333,2.3282,2.3535,23.569,32.446,13.3997,13.343,13.448,89.622,95.33,105.711,105.331,25.286,1943.5,1941.5,40.67,117.365,7.6,7.6295,45.444,42,42.056,63.681,14.918,4.7309,4.7414,46.278,10.0365,25.533,42.998,43.096,6.8056,0.81819,0.81006,6.0139,2.4957,63.294,63.247,12.117,88.871,91.21,1.42571,1.9239,672,629.89,62.097,20
3.7501,3.7613,58.444,6119.1,6112.6,24.972,83.65,62.871,54,54.421,49.569,28.086,8.078,8.1385,12.951,2.2746,2.3696,22.764,32.39,13.3997,13.3897,13.49,89.622,95.371,105.711,105.331,25.291,1935.8,1950.2,40.26,117.365,7.6,7.6323,45.556,42,41.958,63.403,14.833,4.7316,4.7414,46.278,9.8741,25.502,42.998,43.085,6.8056,0.84657,0.81638,6.7396,2.4842,63.294,62.778,13.694,88.662,91.12,1.49765,1.8912,672,650.6,61.983,20
3.7501,3.7863,58.167,6102.4,6108.7,24.948,83.6,62.871,54,54.132,50.403,29.462,8.1375,8.0511,13.597,2.2222,2.356,21.694,32.446,13.3997,13.379,13.507,89.622,95.371,105.711,105.372,25.215,1946.1,1957.3,40.319,117.365,7.6,7.6323,45.611,42,42.076,63.75,14.986,4.724,4.7302,46.222,9.7818,25.471,42.998,43.207,7.0278,0.87258,0.8382,7.4931,2.4662,63.294,62.309,15.305,88.537,91.17,1.54457,1.9107,672,669.32,61.715,20
3.7501,3.8169,57.861,6076.1,6112.6,24.816,83.6,62.871,54,53.973,50.903,28.487,8.1884,8.0536,14.271,2.2222,2.3421,20.903,32.39,13.3997,13.3837,13.535,89.622,95.371,105.711,105.372,25.219,1951.2,1948.6,40.632,117.365,7.6,7.6323,45.667,42,42.139,63.889,14.961,4.724,4.7191,46.5,9.2696,25.471,42.998,43.2,7.0278,0.88784,0.85814,7.9861,2.4144,63.294,62.122,15.985,88.579,91.21,1.54144,1.8422,672,652.32,61.993,20
3.7501,3.7835,58.167,6102.4,6104.5,24.899,83.56,62.913,54,54.16,50.319,30.237,8.129,8.0536,14.583,2.2169,2.3204,20.264,32.363,13.3997,13.3737,13.514,89.622,95.33,105.711,105.373,25.222,1948.6,1941.9,40.767,117.365,7.6,7.6351,45.778,42,42.139,63.819,14.943,4.7247,4.7466,45.889,9.9005,25.439,42.998,43.165,6.9722,0.88896,0.87008,8.2431,2.3614,63.294,62.122,16.052,88.704,91.31,1.6478,1.8373,672,699.74,60.84,20
3.7501,3.7946,58.028,6090.5,6086,24.899,83.56,62.913,54,54.306,49.903,27.841,8.0865,8.0455,14.767,2.2169,2.2871,19.847,32.363,13.3997,13.333,13.583,89.622,95.33,105.711,105.372,25.228,1938.4,1943.5,40.632,117.365,7.6,7.6712,46.556,42,41.993,63.542,15.478,4.7247,4.7466,45.833,9.4542,25.439,42.998,43.169,6.9722,0.88171,0.87339,8.3194,2.3229,63.294,62.309,15.494,88.787,91.4,1.66344,1.8676,672,691.98,60.802,20
3.7501,3.803,57.917,6085.7,6106.3,24.823,83.51,62.913,54,54.271,49.986,30.271,8.095,8.0423,15.16,2.2169,2.2757,19.472,32.363,13.3997,13.435,13.503,89.663,95.33,105.711,105.373,25.231,1933.3,1930.7,40.67,117.365,7.6,7.6657,46.5,42,41.924,63.333,14.716,4.7337,4.7247,46.389,9.5798,25.408,42.998,43.155,6.9167,0.86845,0.87508,8.0764,2.3143,63.294,62.497,14.914,88.871,91.45,1.7166,1.846,672,686.93,60.715,20
3.7501,3.7946,57.972,6088.1,6083.9,24.865,83.46,62.871,54,54.441,49.569,26.958,8.0525,8.0536,15.063,2.2241,2.2646,19.25,32.307,13.3997,13.3277,13.67,89.663,95.33,105.711,105.372,25.238,1923.1,1935,40.281,117.365,7.6,7.6406,46.111,42,41.837,63.125,15.093,4.7261,4.7191,46.333,9.5874,25.408,42.998,43.2,7.0278,0.85232,0.87339,7.5833,2.315,63.294,62.778,14.012,88.954,91.54,1.65405,1.9301,672,679.48,60.701,20
3.7501,3.7891,58,6088.1,6086,24.84,83.46,62.83,54,54.372,49.486,28.327,8.044,8.0536,14.983,2.2241,2.2535,19.083,32.252,13.3997,13.425,13.545,89.663,95.33,105.711,105.331,25.324,1912.8,1904.8,40.514,117.411,7.6,7.6239,45.833,42,41.719,62.778,14.573,4.7261,4.7302,46.111,9.6999,25.377,42.998,43.179,7.0278,0.83857,0.87171,6.8333,2.3133,63.294,63.059,13.097,88.954,91.54,1.66344,1.9385,672,686.64,60.337,20
3.7501,3.7807,58.056,6080.9,6073.7,24.858,83.42,62.913,54,54.393,49.569,29.355,8.0865,8.0455,14.913,2.2169,2.2422,18.944,32.307,13.3997,13.2917,13.684,89.663,95.246,105.711,105.331,25.329,1943.5,1929.6,40.729,117.365,7.6,7.6517,46.389,42,42.028,63.611,14.758,4.7351,4.7414,46.056,9.9123,25.377,42.998,43.287,7.25,0.82182,0.86502,5.9896,2.3251,63.294,63.294,12.323,88.954,91.54,1.65405,1.9346,672,687.92,60.128,20
3.7501,3.8058,57.778,6064.2,6083.9,24.757,83.42,62.913,54,54.202,50.153,28.284,8.112,8.0568,14.837,2.2258,2.2452,18.847,32.307,13.3997,13.343,13.705,89.663,95.205,105.711,105.291,25.415,1933.3,1928.8,40.514,117.365,7.6,7.6323,46.056,42,41.962,63.472,15.149,4.7434,4.7358,46.333,9.6339,25.346,42.998,43.183,7.0278,0.81044,0.84926,5.3194,2.3822,63.294,63.481,11.692,88.954,91.54,1.60401,1.9287,672,675.91,60.233,20
3.7501,3.8169,57.639,6066.6,6087.8,24.722,83.37,62.913,54,54.018,50.736,26.482,8.1375,8.0596,15.226,2.2274,2.2338,18.792,32.335,13.3997,13.547,13.486,89.663,95.205,105.711,105.249,25.505,1958.8,1947.2,40.865,117.318,7.6,7.5934,45.278,42,42.24,64.167,14.555,4.7525,4.7358,46.556,9.509,25.346,42.998,43.13,6.9167,0.79606,0.82851,4.7118,2.4452,63.294,63.715,10.89,88.996,91.45,1.63529,1.8846,672,695.29,59.719,20
3.7501,3.803,57.75,6069,6079.7,24.747,83.32,62.913,54,54.521,49.069,31.649,8.0016,8.0536,14.691,2.2186,2.2366,18.625,32.307,13.3997,13.307,13.694,89.622,95.205,105.711,105.249,25.51,1976.7,1948,41.406,117.318,7.6,7.5822,45.056,42,42.431,64.583,15.732,4.7532,4.7574,46.222,9.6659,25.314,42.998,43.228,7.1389,0.78143,0.81219,4.1597,2.4983,63.294,63.95,10.082,88.996,91.45,1.59462,1.8954,672,680.21,59.941,20
3.7501,3.8169,57.583,6052.2,6075.5,24.698,83.28,62.913,54,54.723,48.486,27.727,7.9336,8.0568,14.056,2.2241,2.228,18.639,32.279,13.3997,13.42,13.628,89.622,95.163,105.711,105.206,25.602,1961.4,1945.3,41.233,117.318,7.6,7.5878,45.167,42,42.222,64.167,15.069,4.7539,4.7191,47.111,9.6541,25.314,42.998,43.367,7.4167,0.76943,0.80575,3.441,2.5405,63.294,64.137,9.4146,88.996,91.4,1.58211,1.9461,672,677.66,59.868,20
3.7501,3.7724,58,6090.5,6081.8,24.799,83.28,62.913,54,54.58,48.903,28.499,8.0016,8.0511,13.969,2.2258,2.2197,18.667,32.335,13.3997,13.471,13.549,89.622,95.121,105.711,105.207,25.607,1946.1,1931.8,41.076,117.318,7.6,7.5628,44.611,42,42.07,63.75,14.937,4.7629,4.7302,47.222,10.0289,25.283,42.998,43.294,7.3056,0.76017,0.79906,2.6632,2.5679,63.294,64.278,8.8891,88.996,91.4,1.57898,1.8954,672,681.95,59.674,20
3.7501,3.7891,57.806,6071.4,6071.4,24.764,83.23,62.913,54,54.289,49.653,31.209,8.061,8.0536,13.91,2.2222,2.2224,18.611,32.307,13.3997,13.466,13.545,89.622,95.08,105.711,105.167,25.695,1969.1,1970.2,40.865,117.271,7.6,7.5238,43.722,42,42.302,64.375,14.903,4.7719,4.7302,47.556,9.3306,25.283,42.998,43.314,7.3611,0.7563,0.78981,2.0625,2.5822,63.294,64.325,8.6821,88.954,91.4,1.5477,1.9093,672,676.35,59.681,20
3.7501,3.7613,58.056,6078.5,6075.5,24.781,83.23,62.913,54,54.594,48.819,28.884,7.9846,8.0455,13.361,2.2205,2.2197,18.611,32.279,13.3997,13.42,13.625,89.58,94.996,105.711,105.041,25.955,1992.1,1994.4,40.941,117.177,7.6,7.4655,42.333,42,42.545,65.069,15.093,4.7977,4.7358,48.167,10.074,25.252,42.998,43.308,7.3611,0.7553,0.78737,1.434,2.5872,63.294,64.325,8.6245,88.871,91.36,1.53832,1.9315,672,684.3,59.441,20
3.7501,3.764,58,6088.1,6081.8,24.788,83.18,62.871,54,54.4,49.403,27.657,8.0356,8.0479,13.372,2.2116,2.2252,18.486,32.307,13.3997,13.492,13.531,89.538,94.913,105.711,104.957,26.132,2002.3,1994,41.33,117.083,7.6,7.496,42.778,42,42.642,65.278,14.871,4.8157,4.7521,48.611,9.3411,25.221,42.998,43.328,7.3611,0.75417,0.73504,2.5208,2.5967,63.294,64.325,8.5613,88.871,91.31,1.5258,1.91,672,676.48,59.531,20
3.7501,3.7696,57.944,6083.3,6102.4,24.722,83.18,62.83,54,54.532,48.903,31.696,7.9846,8.0281,13.156,2.2044,2.2224,18.389,32.279,13.3997,13.3583,13.635,89.538,94.871,105.711,104.957,26.142,1997.2,2020.7,40.785,117.13,7.6,7.5795,44.333,42,42.576,65.139,14.362,4.8164,4.7737,48.389,9.7367,25.221,42.998,43.325,7.4167,0.75605,0.73504,2.9306,2.6052,63.294,64.278,8.6672,88.871,91.26,1.52268,1.9103,672,673.8,59.538,20
3.7501,3.7696,57.944,6083.3,6092.3,24.781,83.18,62.871,54,54.719,48.319,28.102,7.9251,7.9906,12.844,2.185,2.2169,18.194,32.279,13.3997,13.3837,13.646,89.497,94.913,105.711,104.958,26.149,1969.1,1985,40.826,117.177,7.6,7.6156,45,42,42.219,64.375,14.596,4.8178,4.7574,49,9.5979,25.221,42.998,43.318,7.4167,0.76355,0.73504,3.5,2.6161,63.294,64.137,9.0852,88.829,91.26,1.53206,1.8915,672,670.68,59.552,20
3.7501,3.7557,58.083,6095.2,6108.7,24.788,83.18,62.83,54,54.639,48.569,28.773,7.9506,7.906,13.323,2.1308,2.1825,17.708,32.335,13.3997,13.43,13.566,89.538,94.913,105.711,105,26.076,1969.1,1974.2,40.865,117.271,7.6,7.6684,46.111,42,42.219,64.375,14.432,4.8102,4.7737,48.722,9.3445,25.189,42.998,43.308,7.4167,0.79106,0.73504,4.7431,2.613,63.294,63.622,10.768,88.829,91.26,1.5477,1.8943,672,673.64,59.483,20
